epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.043478261679410934,4.028552055358887,0.0416666679084301,3.873143434524536
1,0.12077295035123825,3.6019814014434814,0.125,3.5250234603881836
2,0.2753623127937317,2.6946234703063965,0.125,3.276552200317383
3,0.3478260934352875,2.2143588066101074,0.1666666716337204,2.9432926177978516
4,0.5024154782295227,1.5942869186401367,0.3333333432674408,2.0941553115844727
5,0.5748792290687561,1.312414288520813,0.25,1.8648475408554077
6,0.6425120830535889,1.047383189201355,0.5,1.761633276939392
7,0.7584540843963623,0.8300603628158569,0.4166666567325592,2.074718475341797
8,0.8067632913589478,0.6027570366859436,0.4166666567325592,1.898664951324463
9,0.8454106450080872,0.49176061153411865,0.5416666865348816,1.7668877840042114
10,0.7922705411911011,0.4482218027114868,0.5833333134651184,1.119066596031189
11,0.8405796885490417,0.4195019602775574,0.7083333134651184,1.1119483709335327
12,0.8792270421981812,0.33173668384552,0.75,1.0785654783248901
13,0.8985507488250732,0.28106027841567993,0.7083333134651184,1.193609595298767
14,0.9468598961830139,0.20312188565731049,0.7083333134651184,1.3661633729934692
15,0.9130434989929199,0.23708075284957886,0.75,1.21949303150177
16,0.9468598961830139,0.16149333119392395,0.7916666865348816,1.1418427228927612
17,0.9516907930374146,0.11442455649375916,0.75,1.1557258367538452
18,0.9468598961830139,0.26317650079727173,0.75,1.1490172147750854
19,0.9420289993286133,0.14251907169818878,0.75,1.0936816930770874
20,0.9227052927017212,0.22603850066661835,0.7083333134651184,1.1742545366287231
21,0.9613526463508606,0.11895357817411423,0.7083333134651184,1.6282525062561035
22,0.9516907930374146,0.13270843029022217,0.7083333134651184,1.6894503831863403
23,0.9420289993286133,0.19675344228744507,0.625,1.6613746881484985
24,0.9227052927017212,0.1916869580745697,0.625,1.7168588638305664
25,0.9130434989929199,0.17357495427131653,0.6666666865348816,1.5443042516708374
26,0.9468598961830139,0.13233336806297302,0.7083333134651184,1.472053050994873
27,0.9323671460151672,0.22610852122306824,0.75,1.1692756414413452
28,0.9323671460151672,0.17582471668720245,0.75,1.0927417278289795
29,0.9468598961830139,0.14513623714447021,0.75,1.313057780265808
30,0.9468598961830139,0.13874581456184387,0.7083333134651184,1.7847577333450317
31,0.9371980428695679,0.19666767120361328,0.7083333134651184,2.290463447570801
32,0.9420289993286133,0.14945253729820251,0.7083333134651184,2.477654457092285
33,0.9420289993286133,0.18496932089328766,0.625,2.5509562492370605
34,0.9420289993286133,0.12835675477981567,0.75,2.148205518722534
35,0.9371980428695679,0.11694865673780441,0.7083333134651184,1.8769831657409668
36,0.9468598961830139,0.09104885905981064,0.75,1.5526494979858398
37,0.9420289993286133,0.11241644620895386,0.7916666865348816,1.3885191679000854
38,0.9613526463508606,0.10137512534856796,0.7916666865348816,1.5014997720718384
39,0.966183602809906,0.07511952519416809,0.7916666865348816,1.7451138496398926
40,0.9468598961830139,0.10818827152252197,0.75,1.7580161094665527
41,0.9613526463508606,0.10481639951467514,0.75,1.7802437543869019
42,0.95652174949646,0.1355758011341095,0.75,1.7477478981018066
43,0.966183602809906,0.060736868530511856,0.7916666865348816,2.3007607460021973
44,0.9178743958473206,0.2598414719104767,0.75,2.6741905212402344
45,0.966183602809906,0.07387825101613998,0.75,3.0631349086761475
46,0.9227052927017212,0.16276681423187256,0.7916666865348816,2.994050979614258
47,0.95652174949646,0.09497721493244171,0.7916666865348816,2.7409064769744873
48,0.9323671460151672,0.15885785222053528,0.7916666865348816,2.555433988571167
49,0.9613526463508606,0.12461192905902863,0.75,2.6788995265960693
50,0.9468598961830139,0.19492927193641663,0.75,2.981595754623413
51,0.9371980428695679,0.35225096344947815,0.75,2.787594795227051
52,0.9516907930374146,0.277128666639328,0.7916666865348816,2.089906930923462
53,0.9227052927017212,0.3375394940376282,0.7916666865348816,1.548237919807434
54,0.9178743958473206,0.26446250081062317,0.75,1.6219006776809692
55,0.8888888955116272,0.28225064277648926,0.7916666865348816,1.503536581993103
56,0.9420289993286133,0.12078540027141571,0.75,1.6359920501708984
57,0.9516907930374146,0.11412091553211212,0.75,1.9349340200424194
58,0.9275362491607666,0.19351328909397125,0.7083333134651184,2.1096575260162354
59,0.9371980428695679,0.12360651791095734,0.7083333134651184,2.236705780029297
60,0.9275362491607666,0.24259662628173828,0.7083333134651184,2.555346727371216
61,0.9323671460151672,0.3804081380367279,0.6666666865348816,2.599283218383789
62,0.9420289993286133,0.14241676032543182,0.7083333134651184,2.3327176570892334
63,0.9275362491607666,0.46777528524398804,0.75,1.541932225227356
64,0.9275362491607666,0.26685041189193726,0.875,0.9775593876838684
65,0.9323671460151672,0.23689059913158417,0.7916666865348816,0.8675395846366882
66,0.9275362491607666,0.2536514103412628,0.75,1.1535521745681763
67,0.8985507488250732,0.31325700879096985,0.6666666865348816,2.11197829246521
68,0.9130434989929199,0.22919143736362457,0.7916666865348816,1.8588509559631348
69,0.9130434989929199,0.4093608260154724,0.7916666865348816,1.9458972215652466
70,0.9178743958473206,0.19689388573169708,0.7083333134651184,2.3044497966766357
71,0.9323671460151672,0.32279717922210693,0.7916666865348816,2.2080466747283936
72,0.9227052927017212,0.25032755732536316,0.8333333134651184,2.3296730518341064
73,0.8985507488250732,0.22788850963115692,0.7916666865348816,2.8746602535247803
74,0.9082125425338745,0.41460394859313965,0.7083333134651184,3.468721389770508
75,0.9468598961830139,0.21290719509124756,0.6666666865348816,4.032106876373291
76,0.9130434989929199,0.3865773379802704,0.7083333134651184,4.05837869644165
77,0.9420289993286133,0.16556155681610107,0.75,3.5131585597991943
78,0.9275362491607666,0.22863952815532684,0.75,3.5893423557281494
79,0.8937197923660278,0.7442325353622437,0.7916666865348816,3.2513961791992188
80,0.9371980428695679,0.10314910858869553,0.8333333134651184,3.0302579402923584
81,0.9371980428695679,0.26727405190467834,0.7916666865348816,3.335745096206665
82,0.9275362491607666,0.3097330927848816,0.7916666865348816,3.461552619934082
83,0.9516907930374146,0.1204163208603859,0.75,3.609116554260254
84,0.9371980428695679,0.16198918223381042,0.6666666865348816,4.782364368438721
85,0.9227052927017212,0.463556706905365,0.75,2.8647286891937256
86,0.9420289993286133,0.22039464116096497,0.75,3.573521614074707
87,0.9178743958473206,0.2739878296852112,0.7083333134651184,3.814934492111206
88,0.9275362491607666,0.2885088622570038,0.75,2.9683749675750732
89,0.95652174949646,0.19291703402996063,0.75,2.7761332988739014
90,0.95652174949646,0.1366313099861145,0.75,2.644864082336426
91,0.9323671460151672,0.4961504340171814,0.7083333134651184,3.2417171001434326
92,0.95652174949646,0.22150494158267975,0.7083333134651184,3.9273452758789062
93,0.9323671460151672,0.342782199382782,0.75,3.592020273208618
94,0.9323671460151672,0.408198744058609,0.75,2.7306129932403564
95,0.9275362491607666,0.4681757390499115,0.75,2.2691614627838135
96,0.9710144996643066,0.2887892425060272,0.8333333134651184,1.755159854888916
97,0.9323671460151672,0.20661306381225586,0.8333333134651184,1.6306304931640625
98,0.9468598961830139,0.1784038096666336,0.7083333134651184,3.0636627674102783
99,0.9371980428695679,0.32400742173194885,0.6666666865348816,3.598477602005005
